anio,mes,dia,fecha_date,fecha,cant_conversaciones,cant_intencion_compra,cant_adquisicion,cant_compra
2020,202008,2020-08-23,2020-08-23 14:00:00,2020082314,3.0,0.0,0.0,0.0
2020,202008,2020-08-23,2020-08-23 15:00:00,2020082315,0.0,1.0,1.0,0.0
2020,202008,2020-08-23,2020-08-23 16:00:00,2020082316,1.0,0.0,0.0,0.0
2020,202008,2020-08-23,2020-08-23 20:00:00,2020082320,0.0,3.0,2.0,1.0
2020,202008,2020-08-23,2020-08-23 22:00:00,2020082322,0.0,1.0,1.0,1.0
2020,202008,2020-08-23,2020-08-23 23:00:00,2020082323,1.0,0.0,0.0,0.0
2020,202008,2020-08-24,2020-08-24 00:00:00,2020082400,1.0,0.0,0.0,0.0
2020,202008,2020-08-24,2020-08-24 05:00:00,2020082405,0.0,1.0,1.0,0.0
2020,202008,2020-08-24,2020-08-24 06:00:00,2020082406,0.0,1.0,1.0,0.0
2020,202008,2020-08-24,2020-08-24 12:00:00,2020082412,1.0,0.0,0.0,0.0
2020,202008,2020-08-24,2020-08-24 13:00:00,2020082413,1.0,0.0,0.0,0.0
2020,202008,2020-08-24,2020-08-24 14:00:00,2020082414,1.0,0.0,0.0,0.0
2020,202008,2020-08-24,2020-08-24 15:00:00,2020082415,1.0,0.0,0.0,0.0
2020,202008,2020-08-24,2020-08-24 16:00:00,2020082416,4.0,0.0,0.0,0.0
2020,202008,2020-08-24,2020-08-24 17:00:00,2020082417,3.0,0.0,0.0,0.0
2020,202008,2020-08-24,2020-08-24 18:00:00,2020082418,1.0,1.0,1.0,0.0
2020,202008,2020-08-24,2020-08-24 19:00:00,2020082419,3.0,0.0,0.0,0.0
2020,202008,2020-08-24,2020-08-24 21:00:00,2020082421,3.0,1.0,1.0,0.0
2020,202008,2020-08-24,2020-08-24 22:00:00,2020082422,0.0,2.0,2.0,0.0
2020,202008,2020-08-24,2020-08-24 23:00:00,2020082423,0.0,1.0,0.0,1.0
2020,202008,2020-08-25,2020-08-25 00:00:00,2020082500,1.0,1.0,1.0,0.0
2020,202008,2020-08-25,2020-08-25 01:00:00,2020082501,0.0,1.0,1.0,0.0
2020,202008,2020-08-25,2020-08-25 03:00:00,2020082503,0.0,1.0,1.0,1.0
2020,202008,2020-08-25,2020-08-25 09:00:00,2020082509,1.0,0.0,0.0,0.0
2020,202008,2020-08-25,2020-08-25 10:00:00,2020082510,3.0,0.0,0.0,0.0
2020,202008,2020-08-25,2020-08-25 14:00:00,2020082514,1.0,0.0,0.0,0.0
2020,202008,2020-08-25,2020-08-25 16:00:00,2020082516,0.0,1.0,1.0,0.0
2020,202008,2020-08-25,2020-08-25 18:00:00,2020082518,4.0,0.0,0.0,0.0
2020,202008,2020-08-25,2020-08-25 19:00:00,2020082519,1.0,0.0,0.0,0.0
2020,202008,2020-08-25,2020-08-25 20:00:00,2020082520,0.0,1.0,1.0,0.0
2020,202008,2020-08-26,2020-08-26 11:00:00,2020082611,1.0,0.0,0.0,0.0
2020,202008,2020-08-26,2020-08-26 15:00:00,2020082615,1.0,0.0,0.0,0.0
2020,202008,2020-08-26,2020-08-26 17:00:00,2020082617,0.0,1.0,1.0,0.0
2020,202008,2020-08-26,2020-08-26 19:00:00,2020082619,1.0,0.0,0.0,0.0
2020,202008,2020-08-26,2020-08-26 20:00:00,2020082620,1.0,0.0,0.0,0.0
2020,202008,2020-08-26,2020-08-26 21:00:00,2020082621,0.0,1.0,1.0,0.0
2020,202008,2020-08-26,2020-08-26 22:00:00,2020082622,1.0,0.0,0.0,0.0
2020,202008,2020-08-26,2020-08-26 23:00:00,2020082623,1.0,0.0,0.0,0.0
2020,202008,2020-08-27,2020-08-27 01:00:00,2020082701,0.0,1.0,1.0,0.0
2020,202008,2020-08-27,2020-08-27 07:00:00,2020082707,1.0,0.0,0.0,0.0
2020,202008,2020-08-27,2020-08-27 08:00:00,2020082708,1.0,0.0,0.0,0.0
2020,202008,2020-08-27,2020-08-27 10:00:00,2020082710,2.0,0.0,0.0,0.0
2020,202008,2020-08-27,2020-08-27 12:00:00,2020082712,1.0,0.0,0.0,0.0
2020,202008,2020-08-27,2020-08-27 13:00:00,2020082713,0.0,1.0,1.0,0.0
2020,202008,2020-08-27,2020-08-27 14:00:00,2020082714,3.0,0.0,0.0,0.0
2020,202008,2020-08-27,2020-08-27 18:00:00,2020082718,5.0,0.0,0.0,0.0
2020,202008,2020-08-27,2020-08-27 19:00:00,2020082719,1.0,1.0,1.0,0.0
2020,202008,2020-08-27,2020-08-27 20:00:00,2020082720,0.0,1.0,0.0,0.0
2020,202008,2020-08-28,2020-08-28 00:00:00,2020082800,0.0,3.0,3.0,0.0
2020,202008,2020-08-28,2020-08-28 01:00:00,2020082801,0.0,1.0,1.0,0.0
2020,202008,2020-08-28,2020-08-28 07:00:00,2020082807,1.0,0.0,0.0,0.0
2020,202008,2020-08-28,2020-08-28 09:00:00,2020082809,2.0,0.0,0.0,0.0
2020,202008,2020-08-28,2020-08-28 10:00:00,2020082810,2.0,0.0,0.0,0.0
2020,202008,2020-08-28,2020-08-28 11:00:00,2020082811,2.0,1.0,1.0,0.0
2020,202008,2020-08-28,2020-08-28 12:00:00,2020082812,4.0,0.0,0.0,0.0
2020,202008,2020-08-28,2020-08-28 13:00:00,2020082813,2.0,1.0,0.0,0.0
2020,202008,2020-08-28,2020-08-28 14:00:00,2020082814,1.0,0.0,0.0,0.0
2020,202008,2020-08-28,2020-08-28 15:00:00,2020082815,2.0,1.0,1.0,0.0
2020,202008,2020-08-28,2020-08-28 16:00:00,2020082816,2.0,1.0,0.0,0.0
2020,202008,2020-08-28,2020-08-28 17:00:00,2020082817,0.0,1.0,1.0,0.0
2020,202008,2020-08-28,2020-08-28 18:00:00,2020082818,14.0,2.0,2.0,0.0
2020,202008,2020-08-28,2020-08-28 19:00:00,2020082819,19.0,3.0,2.0,0.0
2020,202008,2020-08-28,2020-08-28 20:00:00,2020082820,49.0,4.0,1.0,1.0
2020,202008,2020-08-28,2020-08-28 21:00:00,2020082821,39.0,5.0,4.0,1.0
2020,202008,2020-08-28,2020-08-28 22:00:00,2020082822,25.0,4.0,3.0,0.0
2020,202008,2020-08-28,2020-08-28 23:00:00,2020082823,28.0,1.0,1.0,0.0
2020,202008,2020-08-29,2020-08-29 00:00:00,2020082900,15.0,6.0,4.0,0.0
2020,202008,2020-08-29,2020-08-29 01:00:00,2020082901,7.0,11.0,10.0,0.0
2020,202008,2020-08-29,2020-08-29 02:00:00,2020082902,2.0,30.0,27.0,0.0
2020,202008,2020-08-29,2020-08-29 03:00:00,2020082903,3.0,28.0,22.0,2.0
2020,202008,2020-08-29,2020-08-29 04:00:00,2020082904,1.0,17.0,14.0,0.0
2020,202008,2020-08-29,2020-08-29 05:00:00,2020082905,10.0,20.0,16.0,0.0
2020,202008,2020-08-29,2020-08-29 06:00:00,2020082906,12.0,11.0,9.0,0.0
2020,202008,2020-08-29,2020-08-29 07:00:00,2020082907,20.0,5.0,5.0,0.0
2020,202008,2020-08-29,2020-08-29 08:00:00,2020082908,17.0,1.0,1.0,0.0
2020,202008,2020-08-29,2020-08-29 09:00:00,2020082909,22.0,4.0,4.0,0.0
2020,202008,2020-08-29,2020-08-29 10:00:00,2020082910,22.0,0.0,0.0,0.0
2020,202008,2020-08-29,2020-08-29 11:00:00,2020082911,12.0,10.0,9.0,0.0
2020,202008,2020-08-29,2020-08-29 12:00:00,2020082912,9.0,11.0,10.0,0.0
2020,202008,2020-08-29,2020-08-29 13:00:00,2020082913,10.0,11.0,10.0,0.0
2020,202008,2020-08-29,2020-08-29 14:00:00,2020082914,15.0,10.0,8.0,0.0
2020,202008,2020-08-29,2020-08-29 15:00:00,2020082915,11.0,16.0,13.0,1.0
2020,202008,2020-08-29,2020-08-29 16:00:00,2020082916,11.0,14.0,13.0,0.0
2020,202008,2020-08-29,2020-08-29 17:00:00,2020082917,10.0,5.0,4.0,1.0
2020,202008,2020-08-29,2020-08-29 18:00:00,2020082918,14.0,6.0,6.0,0.0
2020,202008,2020-08-29,2020-08-29 19:00:00,2020082919,21.0,6.0,6.0,0.0
2020,202008,2020-08-29,2020-08-29 20:00:00,2020082920,14.0,7.0,6.0,0.0
2020,202008,2020-08-29,2020-08-29 21:00:00,2020082921,14.0,10.0,9.0,0.0
2020,202008,2020-08-29,2020-08-29 22:00:00,2020082922,12.0,7.0,7.0,0.0
2020,202008,2020-08-29,2020-08-29 23:00:00,2020082923,8.0,7.0,5.0,0.0
2020,202008,2020-08-30,2020-08-30 00:00:00,2020083000,5.0,11.0,10.0,0.0
2020,202008,2020-08-30,2020-08-30 01:00:00,2020083001,6.0,11.0,10.0,1.0
2020,202008,2020-08-30,2020-08-30 02:00:00,2020083002,1.0,5.0,5.0,0.0
2020,202008,2020-08-30,2020-08-30 03:00:00,2020083003,1.0,6.0,6.0,0.0
2020,202008,2020-08-30,2020-08-30 04:00:00,2020083004,1.0,7.0,6.0,0.0
2020,202008,2020-08-30,2020-08-30 05:00:00,2020083005,3.0,5.0,4.0,0.0
2020,202008,2020-08-30,2020-08-30 06:00:00,2020083006,9.0,4.0,4.0,0.0
2020,202008,2020-08-30,2020-08-30 07:00:00,2020083007,9.0,5.0,5.0,0.0
2020,202008,2020-08-30,2020-08-30 08:00:00,2020083008,12.0,1.0,1.0,0.0
2020,202008,2020-08-30,2020-08-30 09:00:00,2020083009,19.0,0.0,0.0,0.0
2020,202008,2020-08-30,2020-08-30 10:00:00,2020083010,8.0,3.0,1.0,0.0
2020,202008,2020-08-30,2020-08-30 11:00:00,2020083011,11.0,1.0,0.0,0.0
2020,202008,2020-08-30,2020-08-30 12:00:00,2020083012,9.0,6.0,6.0,1.0
2020,202008,2020-08-30,2020-08-30 13:00:00,2020083013,14.0,5.0,5.0,0.0
2020,202008,2020-08-30,2020-08-30 14:00:00,2020083014,9.0,7.0,7.0,0.0
2020,202008,2020-08-30,2020-08-30 15:00:00,2020083015,13.0,13.0,10.0,2.0
2020,202008,2020-08-30,2020-08-30 16:00:00,2020083016,11.0,5.0,4.0,0.0
2020,202008,2020-08-30,2020-08-30 17:00:00,2020083017,7.0,5.0,5.0,0.0
2020,202008,2020-08-30,2020-08-30 18:00:00,2020083018,13.0,4.0,4.0,0.0
2020,202008,2020-08-30,2020-08-30 19:00:00,2020083019,7.0,6.0,6.0,0.0
2020,202008,2020-08-30,2020-08-30 20:00:00,2020083020,12.0,5.0,5.0,0.0
2020,202008,2020-08-30,2020-08-30 21:00:00,2020083021,15.0,6.0,6.0,0.0
2020,202008,2020-08-30,2020-08-30 22:00:00,2020083022,12.0,7.0,5.0,2.0
2020,202008,2020-08-30,2020-08-30 23:00:00,2020083023,8.0,5.0,4.0,0.0
2020,202008,2020-08-31,2020-08-31 00:00:00,2020083100,5.0,5.0,4.0,0.0
2020,202008,2020-08-31,2020-08-31 01:00:00,2020083101,2.0,1.0,1.0,0.0
2020,202008,2020-08-31,2020-08-31 02:00:00,2020083102,2.0,8.0,8.0,0.0
2020,202008,2020-08-31,2020-08-31 03:00:00,2020083103,3.0,8.0,7.0,1.0
2020,202008,2020-08-31,2020-08-31 04:00:00,2020083104,0.0,5.0,4.0,0.0
2020,202008,2020-08-31,2020-08-31 05:00:00,2020083105,2.0,5.0,5.0,0.0
2020,202008,2020-08-31,2020-08-31 06:00:00,2020083106,9.0,5.0,5.0,0.0
2020,202008,2020-08-31,2020-08-31 07:00:00,2020083107,8.0,0.0,0.0,0.0
2020,202008,2020-08-31,2020-08-31 08:00:00,2020083108,7.0,2.0,2.0,0.0
2020,202008,2020-08-31,2020-08-31 09:00:00,2020083109,6.0,0.0,0.0,0.0
2020,202008,2020-08-31,2020-08-31 10:00:00,2020083110,7.0,0.0,0.0,0.0
2020,202008,2020-08-31,2020-08-31 11:00:00,2020083111,4.0,1.0,1.0,0.0
2020,202008,2020-08-31,2020-08-31 12:00:00,2020083112,10.0,6.0,6.0,0.0
2020,202008,2020-08-31,2020-08-31 13:00:00,2020083113,13.0,5.0,4.0,0.0
2020,202008,2020-08-31,2020-08-31 14:00:00,2020083114,3.0,6.0,5.0,0.0
2020,202008,2020-08-31,2020-08-31 15:00:00,2020083115,8.0,4.0,3.0,0.0
2020,202008,2020-08-31,2020-08-31 16:00:00,2020083116,9.0,4.0,2.0,0.0
2020,202008,2020-08-31,2020-08-31 17:00:00,2020083117,4.0,3.0,2.0,0.0
2020,202008,2020-08-31,2020-08-31 18:00:00,2020083118,8.0,4.0,3.0,0.0
2020,202008,2020-08-31,2020-08-31 19:00:00,2020083119,16.0,7.0,6.0,2.0
2020,202008,2020-08-31,2020-08-31 20:00:00,2020083120,7.0,3.0,2.0,0.0
2020,202008,2020-08-31,2020-08-31 21:00:00,2020083121,8.0,4.0,3.0,1.0
2020,202008,2020-08-31,2020-08-31 22:00:00,2020083122,11.0,7.0,6.0,0.0
2020,202008,2020-08-31,2020-08-31 23:00:00,2020083123,1.0,2.0,2.0,0.0
2020,202009,2020-09-01,2020-09-01 00:00:00,2020090100,0.0,5.0,4.0,0.0
2020,202009,2020-09-01,2020-09-01 01:00:00,2020090101,0.0,10.0,10.0,0.0
2020,202009,2020-09-01,2020-09-01 02:00:00,2020090102,0.0,4.0,4.0,0.0
2020,202009,2020-09-01,2020-09-01 03:00:00,2020090103,0.0,6.0,6.0,0.0
2020,202009,2020-09-01,2020-09-01 04:00:00,2020090104,0.0,6.0,6.0,1.0
2020,202009,2020-09-01,2020-09-01 05:00:00,2020090105,1.0,1.0,1.0,0.0
2020,202009,2020-09-01,2020-09-01 06:00:00,2020090106,1.0,1.0,0.0,1.0
2020,202009,2020-09-01,2020-09-01 07:00:00,2020090107,0.0,1.0,0.0,0.0
2020,202009,2020-09-01,2020-09-01 08:00:00,2020090108,2.0,0.0,0.0,0.0
2020,202009,2020-09-01,2020-09-01 09:00:00,2020090109,5.0,1.0,0.0,0.0
2020,202009,2020-09-01,2020-09-01 10:00:00,2020090110,1.0,0.0,0.0,0.0
2020,202009,2020-09-01,2020-09-01 11:00:00,2020090111,6.0,0.0,0.0,0.0
2020,202009,2020-09-01,2020-09-01 12:00:00,2020090112,4.0,2.0,1.0,0.0
2020,202009,2020-09-01,2020-09-01 13:00:00,2020090113,2.0,0.0,0.0,0.0
2020,202009,2020-09-01,2020-09-01 14:00:00,2020090114,4.0,0.0,0.0,0.0
2020,202009,2020-09-01,2020-09-01 15:00:00,2020090115,2.0,2.0,2.0,0.0
2020,202009,2020-09-01,2020-09-01 16:00:00,2020090116,0.0,1.0,1.0,1.0
2020,202009,2020-09-01,2020-09-01 17:00:00,2020090117,2.0,1.0,1.0,0.0
2020,202009,2020-09-01,2020-09-01 18:00:00,2020090118,3.0,4.0,2.0,1.0
2020,202009,2020-09-01,2020-09-01 19:00:00,2020090119,4.0,1.0,1.0,0.0
2020,202009,2020-09-01,2020-09-01 20:00:00,2020090120,3.0,3.0,2.0,1.0
2020,202009,2020-09-01,2020-09-01 21:00:00,2020090121,0.0,2.0,1.0,1.0
2020,202009,2020-09-01,2020-09-01 23:00:00,2020090123,0.0,1.0,1.0,0.0
2020,202009,2020-09-02,2020-09-02 00:00:00,2020090200,0.0,1.0,0.0,1.0
2020,202009,2020-09-02,2020-09-02 01:00:00,2020090201,1.0,1.0,0.0,1.0
2020,202009,2020-09-02,2020-09-02 02:00:00,2020090202,2.0,1.0,1.0,0.0
2020,202009,2020-09-02,2020-09-02 06:00:00,2020090206,1.0,0.0,0.0,0.0
2020,202009,2020-09-02,2020-09-02 07:00:00,2020090207,1.0,0.0,0.0,0.0
2020,202009,2020-09-02,2020-09-02 08:00:00,2020090208,2.0,0.0,0.0,0.0
2020,202009,2020-09-02,2020-09-02 11:00:00,2020090211,2.0,0.0,0.0,0.0
2020,202009,2020-09-02,2020-09-02 12:00:00,2020090212,2.0,0.0,0.0,0.0
2020,202009,2020-09-02,2020-09-02 13:00:00,2020090213,2.0,1.0,1.0,0.0
2020,202009,2020-09-02,2020-09-02 14:00:00,2020090214,3.0,1.0,0.0,0.0
2020,202009,2020-09-02,2020-09-02 15:00:00,2020090215,2.0,1.0,0.0,0.0
2020,202009,2020-09-02,2020-09-02 16:00:00,2020090216,1.0,0.0,0.0,0.0
2020,202009,2020-09-02,2020-09-02 18:00:00,2020090218,1.0,1.0,1.0,0.0
2020,202009,2020-09-02,2020-09-02 19:00:00,2020090219,1.0,0.0,0.0,0.0
2020,202009,2020-09-02,2020-09-02 20:00:00,2020090220,1.0,2.0,1.0,0.0
2020,202009,2020-09-02,2020-09-02 21:00:00,2020090221,1.0,0.0,0.0,0.0
2020,202009,2020-09-03,2020-09-03 00:00:00,2020090300,0.0,1.0,1.0,0.0
2020,202009,2020-09-03,2020-09-03 03:00:00,2020090303,0.0,1.0,1.0,0.0
2020,202009,2020-09-03,2020-09-03 04:00:00,2020090304,1.0,0.0,0.0,0.0
2020,202009,2020-09-03,2020-09-03 08:00:00,2020090308,1.0,0.0,0.0,0.0
2020,202009,2020-09-03,2020-09-03 09:00:00,2020090309,1.0,0.0,0.0,0.0
2020,202009,2020-09-03,2020-09-03 10:00:00,2020090310,23.0,1.0,0.0,0.0
2020,202009,2020-09-03,2020-09-03 11:00:00,2020090311,45.0,2.0,0.0,0.0
2020,202009,2020-09-03,2020-09-03 12:00:00,2020090312,23.0,5.0,5.0,1.0
2020,202009,2020-09-03,2020-09-03 13:00:00,2020090313,9.0,2.0,2.0,0.0
2020,202009,2020-09-03,2020-09-03 14:00:00,2020090314,2.0,0.0,0.0,0.0
2020,202009,2020-09-03,2020-09-03 15:00:00,2020090315,8.0,0.0,0.0,0.0
2020,202009,2020-09-03,2020-09-03 16:00:00,2020090316,12.0,18.0,15.0,1.0
2020,202009,2020-09-03,2020-09-03 17:00:00,2020090317,10.0,35.0,33.0,2.0
2020,202009,2020-09-03,2020-09-03 18:00:00,2020090318,14.0,13.0,13.0,0.0
2020,202009,2020-09-03,2020-09-03 19:00:00,2020090319,6.0,10.0,8.0,1.0
2020,202009,2020-09-03,2020-09-03 20:00:00,2020090320,5.0,2.0,1.0,0.0
2020,202009,2020-09-03,2020-09-03 21:00:00,2020090321,10.0,6.0,5.0,0.0
2020,202009,2020-09-03,2020-09-03 22:00:00,2020090322,1.0,10.0,8.0,0.0
2020,202009,2020-09-03,2020-09-03 23:00:00,2020090323,4.0,6.0,4.0,0.0
2020,202009,2020-09-04,2020-09-04 00:00:00,2020090400,3.0,9.0,6.0,1.0
2020,202009,2020-09-04,2020-09-04 01:00:00,2020090401,1.0,2.0,1.0,0.0
2020,202009,2020-09-04,2020-09-04 02:00:00,2020090402,2.0,5.0,4.0,0.0
2020,202009,2020-09-04,2020-09-04 03:00:00,2020090403,0.0,7.0,6.0,0.0
2020,202009,2020-09-04,2020-09-04 05:00:00,2020090405,0.0,3.0,3.0,0.0
2020,202009,2020-09-04,2020-09-04 06:00:00,2020090406,3.0,2.0,2.0,0.0
2020,202009,2020-09-04,2020-09-04 07:00:00,2020090407,13.0,1.0,1.0,0.0
2020,202009,2020-09-04,2020-09-04 08:00:00,2020090408,12.0,2.0,0.0,0.0
2020,202009,2020-09-04,2020-09-04 09:00:00,2020090409,5.0,0.0,0.0,0.0
2020,202009,2020-09-04,2020-09-04 10:00:00,2020090410,26.0,0.0,0.0,0.0
2020,202009,2020-09-04,2020-09-04 11:00:00,2020090411,9.0,2.0,1.0,0.0
2020,202009,2020-09-04,2020-09-04 12:00:00,2020090412,12.0,1.0,1.0,0.0
2020,202009,2020-09-04,2020-09-04 13:00:00,2020090413,8.0,6.0,4.0,1.0
2020,202009,2020-09-04,2020-09-04 14:00:00,2020090414,8.0,6.0,5.0,0.0
2020,202009,2020-09-04,2020-09-04 15:00:00,2020090415,3.0,3.0,3.0,0.0
2020,202009,2020-09-04,2020-09-04 16:00:00,2020090416,5.0,15.0,14.0,0.0
2020,202009,2020-09-04,2020-09-04 17:00:00,2020090417,4.0,6.0,5.0,1.0
2020,202009,2020-09-04,2020-09-04 18:00:00,2020090418,8.0,3.0,2.0,1.0
2020,202009,2020-09-04,2020-09-04 19:00:00,2020090419,4.0,5.0,3.0,1.0
2020,202009,2020-09-04,2020-09-04 20:00:00,2020090420,5.0,3.0,2.0,1.0
2020,202009,2020-09-04,2020-09-04 21:00:00,2020090421,3.0,3.0,2.0,0.0
2020,202009,2020-09-04,2020-09-04 22:00:00,2020090422,8.0,3.0,2.0,0.0
2020,202009,2020-09-04,2020-09-04 23:00:00,2020090423,3.0,2.0,1.0,0.0
2020,202009,2020-09-05,2020-09-05 00:00:00,2020090500,0.0,3.0,3.0,0.0
2020,202009,2020-09-05,2020-09-05 01:00:00,2020090501,0.0,3.0,1.0,0.0
2020,202009,2020-09-05,2020-09-05 02:00:00,2020090502,0.0,3.0,2.0,0.0
2020,202009,2020-09-05,2020-09-05 03:00:00,2020090503,0.0,1.0,1.0,0.0
2020,202009,2020-09-05,2020-09-05 04:00:00,2020090504,1.0,4.0,3.0,0.0
2020,202009,2020-09-05,2020-09-05 05:00:00,2020090505,3.0,2.0,2.0,0.0
2020,202009,2020-09-05,2020-09-05 06:00:00,2020090506,4.0,0.0,0.0,0.0
2020,202009,2020-09-05,2020-09-05 07:00:00,2020090507,7.0,0.0,0.0,0.0
2020,202009,2020-09-05,2020-09-05 08:00:00,2020090508,1.0,0.0,0.0,0.0
2020,202009,2020-09-05,2020-09-05 09:00:00,2020090509,3.0,0.0,0.0,0.0
2020,202009,2020-09-05,2020-09-05 10:00:00,2020090510,4.0,1.0,1.0,0.0
2020,202009,2020-09-05,2020-09-05 11:00:00,2020090511,1.0,3.0,3.0,0.0
2020,202009,2020-09-05,2020-09-05 12:00:00,2020090512,3.0,2.0,2.0,0.0
2020,202009,2020-09-05,2020-09-05 13:00:00,2020090513,3.0,7.0,6.0,0.0
2020,202009,2020-09-05,2020-09-05 14:00:00,2020090514,2.0,1.0,0.0,1.0
2020,202009,2020-09-05,2020-09-05 15:00:00,2020090515,6.0,3.0,1.0,0.0
2020,202009,2020-09-05,2020-09-05 16:00:00,2020090516,3.0,3.0,1.0,1.0
2020,202009,2020-09-05,2020-09-05 17:00:00,2020090517,2.0,0.0,0.0,0.0
2020,202009,2020-09-05,2020-09-05 18:00:00,2020090518,3.0,2.0,2.0,0.0
2020,202009,2020-09-05,2020-09-05 19:00:00,2020090519,2.0,0.0,0.0,0.0
2020,202009,2020-09-05,2020-09-05 20:00:00,2020090520,1.0,0.0,0.0,0.0
2020,202009,2020-09-05,2020-09-05 21:00:00,2020090521,2.0,3.0,0.0,2.0
2020,202009,2020-09-05,2020-09-05 22:00:00,2020090522,1.0,1.0,1.0,0.0
2020,202009,2020-09-05,2020-09-05 23:00:00,2020090523,1.0,1.0,1.0,0.0
2020,202009,2020-09-06,2020-09-06 00:00:00,2020090600,1.0,2.0,1.0,0.0
2020,202009,2020-09-06,2020-09-06 01:00:00,2020090601,2.0,1.0,1.0,0.0
2020,202009,2020-09-06,2020-09-06 02:00:00,2020090602,0.0,1.0,1.0,0.0
2020,202009,2020-09-06,2020-09-06 03:00:00,2020090603,0.0,2.0,2.0,0.0
2020,202009,2020-09-06,2020-09-06 04:00:00,2020090604,1.0,1.0,1.0,0.0
2020,202009,2020-09-06,2020-09-06 05:00:00,2020090605,2.0,0.0,0.0,0.0
2020,202009,2020-09-06,2020-09-06 07:00:00,2020090607,3.0,1.0,1.0,0.0
2020,202009,2020-09-06,2020-09-06 08:00:00,2020090608,2.0,0.0,0.0,0.0
2020,202009,2020-09-06,2020-09-06 09:00:00,2020090609,0.0,1.0,0.0,1.0
2020,202009,2020-09-06,2020-09-06 12:00:00,2020090612,3.0,0.0,0.0,0.0
2020,202009,2020-09-06,2020-09-06 13:00:00,2020090613,1.0,3.0,3.0,0.0
2020,202009,2020-09-06,2020-09-06 14:00:00,2020090614,4.0,0.0,0.0,0.0
2020,202009,2020-09-06,2020-09-06 15:00:00,2020090615,3.0,1.0,1.0,0.0
2020,202009,2020-09-06,2020-09-06 16:00:00,2020090616,5.0,1.0,1.0,0.0
2020,202009,2020-09-06,2020-09-06 17:00:00,2020090617,1.0,0.0,0.0,0.0
2020,202009,2020-09-06,2020-09-06 18:00:00,2020090618,4.0,1.0,1.0,0.0
2020,202009,2020-09-06,2020-09-06 19:00:00,2020090619,2.0,0.0,0.0,0.0
2020,202009,2020-09-06,2020-09-06 20:00:00,2020090620,4.0,2.0,2.0,0.0
2020,202009,2020-09-06,2020-09-06 21:00:00,2020090621,4.0,2.0,1.0,0.0
2020,202009,2020-09-06,2020-09-06 22:00:00,2020090622,4.0,4.0,4.0,0.0
2020,202009,2020-09-06,2020-09-06 23:00:00,2020090623,1.0,1.0,1.0,0.0
2020,202009,2020-09-07,2020-09-07 00:00:00,2020090700,1.0,2.0,2.0,0.0
2020,202009,2020-09-07,2020-09-07 01:00:00,2020090701,1.0,1.0,0.0,1.0
2020,202009,2020-09-07,2020-09-07 02:00:00,2020090702,0.0,3.0,3.0,1.0
2020,202009,2020-09-07,2020-09-07 03:00:00,2020090703,0.0,2.0,2.0,0.0
2020,202009,2020-09-07,2020-09-07 04:00:00,2020090704,2.0,2.0,2.0,0.0
2020,202009,2020-09-07,2020-09-07 06:00:00,2020090706,2.0,1.0,1.0,0.0
2020,202009,2020-09-07,2020-09-07 07:00:00,2020090707,1.0,1.0,1.0,0.0
2020,202009,2020-09-07,2020-09-07 08:00:00,2020090708,7.0,0.0,0.0,0.0
2020,202009,2020-09-07,2020-09-07 09:00:00,2020090709,6.0,0.0,0.0,0.0
2020,202009,2020-09-07,2020-09-07 10:00:00,2020090710,5.0,4.0,4.0,2.0
2020,202009,2020-09-07,2020-09-07 11:00:00,2020090711,2.0,1.0,1.0,0.0
2020,202009,2020-09-07,2020-09-07 12:00:00,2020090712,3.0,1.0,1.0,0.0
2020,202009,2020-09-07,2020-09-07 13:00:00,2020090713,3.0,1.0,1.0,0.0
2020,202009,2020-09-07,2020-09-07 14:00:00,2020090714,5.0,4.0,3.0,1.0
2020,202009,2020-09-07,2020-09-07 15:00:00,2020090715,3.0,3.0,2.0,0.0
2020,202009,2020-09-07,2020-09-07 16:00:00,2020090716,1.0,5.0,3.0,1.0
2020,202009,2020-09-07,2020-09-07 17:00:00,2020090717,0.0,1.0,1.0,0.0
2020,202009,2020-09-07,2020-09-07 18:00:00,2020090718,2.0,1.0,1.0,0.0
2020,202009,2020-09-07,2020-09-07 19:00:00,2020090719,1.0,2.0,0.0,1.0
2020,202009,2020-09-07,2020-09-07 20:00:00,2020090720,2.0,2.0,2.0,2.0
2020,202009,2020-09-07,2020-09-07 21:00:00,2020090721,1.0,0.0,0.0,0.0
2020,202009,2020-09-07,2020-09-07 22:00:00,2020090722,0.0,1.0,1.0,1.0
2020,202009,2020-09-07,2020-09-07 23:00:00,2020090723,2.0,0.0,0.0,0.0
2020,202009,2020-09-08,2020-09-08 01:00:00,2020090801,0.0,1.0,1.0,0.0
2020,202009,2020-09-08,2020-09-08 03:00:00,2020090803,0.0,1.0,1.0,0.0
2020,202009,2020-09-08,2020-09-08 05:00:00,2020090805,0.0,2.0,1.0,1.0
2020,202009,2020-09-08,2020-09-08 07:00:00,2020090807,1.0,0.0,0.0,0.0
2020,202009,2020-09-08,2020-09-08 08:00:00,2020090808,1.0,0.0,0.0,0.0
2020,202009,2020-09-08,2020-09-08 11:00:00,2020090811,4.0,0.0,0.0,0.0
2020,202009,2020-09-08,2020-09-08 13:00:00,2020090813,2.0,1.0,1.0,0.0
2020,202009,2020-09-08,2020-09-08 14:00:00,2020090814,5.0,0.0,0.0,0.0
2020,202009,2020-09-08,2020-09-08 15:00:00,2020090815,2.0,2.0,0.0,0.0
